,E,tot>50keV,tot>200keV,tot>500keV,fe,se,de,511
41,460,0.10550034120513367,0.06952287075836239,0.0,0.039501110883799984,0.0,0.0,0.0
42,470,0.10552631278799215,0.07024014553583649,0.0,0.03958181258269081,0.0,0.0,0.0
43,480,0.10478927910750162,0.06977190255490735,0.0,0.038594985663988904,0.0,0.0,0.0
44,490,0.10379801681305284,0.06941437506106307,0.0,0.037975920264726994,0.0,0.0,0.0
45,500,0.10395102808011278,0.07023767693829544,0.03817958346209911,0.03804975933146217,0.0,0.0,0.0
46,510,0.10423786258940801,0.07074448785344821,0.0385801036753269,0.03796834611695679,0.0,0.0,0.0
47,520,0.10453831922408477,0.07130122778494141,0.03889807703089084,0.037873521332062565,0.0,0.0,0.0
48,530,0.10430440218188422,0.07148254981526621,0.03897498934899671,0.03734346517296531,0.0,0.0,0.0
49,540,0.10412371277542116,0.07206787051255101,0.039793459360804334,0.037673201922849356,0.0,0.0,0.0
50,550,0.103821990109945,0.07217464660535794,0.03979609392777263,0.037205643214323375,0.0,0.0,0.0
51,560,0.1032126648025688,0.07213975755664893,0.04006150969801062,0.036921030287441675,0.0,0.0,0.0
52,570,0.1034176690055723,0.07266319621033887,0.04008804318912609,0.036511460913262024,0.0,0.0,0.0
53,580,0.10314890647515615,0.07253488138885417,0.04026418779972169,0.0363642857437219,0.0,0.0,0.0
54,590,0.10331716827632663,0.07311242610031463,0.0407033579688437,0.03628375288547637,0.0,0.0,0.0
55,600,0.10334254007936725,0.07392371137397039,0.04119427507792073,0.03631024186813247,0.0,0.0,0.0
56,610,0.10284666578710057,0.07389443302670934,0.04123986175397267,0.03608215872722253,0.0,0.0,0.0
57,620,0.10333163870530418,0.07412574139976275,0.04142755465175394,0.03577427554651754,0.0,0.0,0.0
58,630,0.10183908977893087,0.07358656288849251,0.041127506621263715,0.03519539484352197,0.0,0.0,0.0
59,640,0.10244944467940101,0.0741096418094589,0.041415360412901,0.03527221888494102,0.0,0.0,0.0
60,650,0.10218306843216726,0.07453659636795194,0.04187447725707474,0.035089391557441646,0.0,0.0,0.0
61,660,0.10263849170929888,0.07485785171079765,0.04214735247556816,0.03509379980542847,0.0,0.0,0.0
62,670,0.102214491701992,0.07474209615071668,0.04171813183441866,0.034327155734709174,0.0,0.0,0.0
63,680,0.10299662816176314,0.07577594826302465,0.042389963196970665,0.03462649179909375,0.0,0.0,0.0
64,690,0.10193803535194897,0.07557847499161727,0.042797673244297424,0.03455939946483028,0.0,0.0,0.0
65,700,0.10144383776278468,0.07572584917450634,0.04338118822999415,0.03436463343906592,0.0,0.0,0.0
66,710,0.10105800178045607,0.07553242484421009,0.043926695779054885,0.034018299717128726,0.0,0.0,0.0
67,720,0.10079551570684064,0.0755963085970831,0.04414980899746643,0.033644013284849755,0.0,0.0,0.0
68,730,0.1020276503726192,0.07654167511793611,0.04522726826619209,0.03418543938967658,0.0,0.0,0.0
69,740,0.10174289295968296,0.07673894695923161,0.04554010636590969,0.03393951727043735,0.0,0.0,0.0
70,750,0.10091883892881014,0.076366620113548,0.04583011492638626,0.03361187182548042,0.0,0.0,0.0
71,760,0.10064970418496606,0.07624431573653018,0.04602373779536133,0.03336798767999087,0.0,0.0,0.0
72,770,0.10088092804354372,0.07682049201194557,0.04700436651878999,0.03355202541083915,0.0,0.0,0.0
73,780,0.10033017415623949,0.07675035458617442,0.046858192583126464,0.032946562800721925,0.0,0.0,0.0
74,790,0.10067268374874144,0.07721479647399675,0.04721243347648304,0.03284309696508928,0.0,0.0,0.0
75,800,0.10031417795223574,0.07691982701008596,0.04734433852354286,0.03275695634027495,0.0,0.0,0.0
76,810,0.100304913458949,0.07751234522993589,0.048132676282480816,0.03289976656060426,0.0,0.0,0.0
77,820,0.1011572498298162,0.07817130351246636,0.04864520972369785,0.03283815679812702,0.0,0.0,0.0
78,830,0.10051133473460953,0.07824144487897819,0.04892119914401221,0.032802294473500276,0.0,0.0,0.0
79,840,0.10007031352751333,0.07766862600285301,0.04876420181499955,0.032096354825329056,0.0,0.0,0.0
80,850,0.10005824816745214,0.07809036787121859,0.04942646988368017,0.03234412311292328,0.0,0.0,0.0
81,860,0.09948929890783122,0.0777175696007783,0.04938327469635093,0.031927931189218335,0.0,0.0,0.0
82,870,0.09959435429399226,0.07765665355450653,0.04970256407685839,0.03177746003381007,0.0,0.0,0.0
83,880,0.09936132093622954,0.07810200374311908,0.05058832936449434,0.03214759583309387,0.0,0.0,0.0
84,890,0.09918212890625,0.0781112982302296,0.05032037228954082,0.03165731624681122,0.0,0.0,0.0
85,900,0.09920383095037325,0.0779689306546817,0.05072457468726366,0.03180702183597005,0.0,0.0,0.0
86,910,0.09905589708349584,0.07834754130837188,0.050757449126782185,0.031496511462338034,0.0,0.0,0.0
87,920,0.09938399624719156,0.07868182603757747,0.051594943584425845,0.0318260375774634,0.0,0.0,0.0
88,930,0.0986899273084431,0.07834096844945192,0.05171242402833814,0.03148531522239481,0.0,0.0,0.0
89,940,0.09810170464934488,0.07797258276894153,0.05160212004334332,0.030816467028024676,0.0,0.0,0.0
90,950,0.09882748503309054,0.07869052236441075,0.052040675245288465,0.031240555828132285,0.0,0.0,0.0
91,960,0.09830331894627177,0.07842209149975968,0.052148421774317506,0.031059461912511376,0.0,0.0,0.0
92,970,0.09851216106416001,0.0786893102324201,0.052262896955720006,0.03077486340393027,0.0,0.0,0.0
93,980,0.09818603427093907,0.07807438508659907,0.05252702392950311,0.030745366849918805,0.0,0.0,0.0
94,990,0.09775551688652791,0.07817539158436734,0.05252726549377782,0.030556459131688193,0.0,0.0,0.0
95,1000,0.09800982907631761,0.07869530827995988,0.05328825526661008,0.03086899066285979,0.0,0.0,0.0
96,1010,0.09776025198667933,0.0783779559744647,0.053301915146851966,0.030540160377018236,0.0,0.0,0.0
97,1020,0.097947147283941,0.07856821764434402,0.05361871482429379,0.030535659699953848,0.0,0.0,0.0
98,1030,0.0979621548159915,0.07888298018572373,0.053847689330507674,0.03083601974136375,0.00013387216881280488,0.00025937732707480944,0.0002790995662302673
99,1040,0.09715816045595292,0.07834366664521343,0.05362357186955475,0.0299797147672204,0.0001549400858606445,0.0001358705368316421,0.00031047609512844534
100,1050,0.09788127133227484,0.0789674465920651,0.05416139797111646,0.030272815432445022,0.00019965583137638928,0.00015211872866772517,0.0002549177132752113
101,1060,0.09724445792741239,0.0786845732067883,0.054510033026687985,0.03019447469553707,0.00012679783329758504,7.939677412091773e-05,0.0003187721229630876
102,1070,0.09674137427816187,0.0780985422030848,0.05388661159407617,0.029593147397365165,0.00017370199119200923,9.925828068114814e-05,0.00030604636543354007
103,1080,0.09728971169752984,0.07866693688640873,0.05456632087965952,0.03003091816583637,0.0002674704132948113,0.0004277170045198965,0.0002556875757047315
104,1090,0.09707368999866056,0.07865647757153633,0.05486978120234142,0.030066760192032485,0.0002761113186841592,0.0006180193771398627,0.0002555498375055516
105,1100,0.09657758860063197,0.07856514368129197,0.054877384387730356,0.029681753583098717,0.0002155775897722493,0.000613927483916623,0.00023900993648662424
106,1110,0.09678305011478676,0.07881089101392046,0.05519110680133421,0.029816516441084896,0.00018693008230765188,0.00046849351878355247,0.00031544451389416253
107,1120,0.0964431758606629,0.07867303547503932,0.055308440612803635,0.029698840799207784,0.00015611347352478594,0.0005056212500728142,0.00023417021028717888
108,1130,0.09611809973465434,0.07833738399840141,0.055154490661784183,0.029157817938482558,0.00020563127640096473,0.0005529971048975097,0.0002782411903843562
109,1140,0.0964585561048172,0.07872874571786385,0.05574162485417277,0.029778296274584993,0.0002189580608425367,0.0005259627493254586,0.00027920049028069496
110,1150,0.09635821916304776,0.07882572987535713,0.055559599026332236,0.029385635050191025,0.00019293131991594202,0.0006642844847405189,0.0002980615601096589
111,1160,0.09606247868683238,0.07856379203878305,0.055661929383139325,0.0292059520188754,0.00016820121473534806,0.00043317573109925253,0.0002978083151307361
112,1170,0.09570759930240734,0.0783539478551783,0.05575916049916018,0.029215713757234998,0.0002688351167594569,0.0004365698477290326,0.00027055841878996625
113,1180,0.09677408267523031,0.07909609698030674,0.05644696547007059,0.029470565523688843,0.0002680912931051273,0.0005774274005341203,0.00027840249668609375
114,1190,0.09552688314552055,0.07828954208564172,0.05608334066456365,0.029219046879123817,0.00016566676301997942,0.00039874276064808835,0.0002387886446287979
115,1200,0.09569596600069502,0.07826562526704381,0.056111386462944286,0.028943845316835012,0.0002050896412640358,0.0005320936803905819,0.00023243492676590727
116,1210,0.09551404417780202,0.07820311789837288,0.05604717752931552,0.028931460776293064,0.000230660849013726,0.0003590582674302336,0.0002192982456140351
117,1220,0.09565730758509407,0.07880733466743117,0.05673239704745868,0.028869318091681077,0.00023229619691465326,0.00038300543686416,0.00029122011027837017
118,1230,0.095017679784023,0.0780667842682129,0.05609051326181562,0.02866170419783277,0.00017515925366337102,0.0004305527461015765,0.0002723443879540156
119,1240,0.09507022809056004,0.07842014689126733,0.05649915532449852,0.02837749049669624,0.00020623831457090597,0.0009072231870468814,0.00023497644037176991
120,1250,0.09528647759227997,0.07863775628331036,0.056931366312330145,0.028643263522520113,0.00020905030469643872,0.0005664588901451888,0.0002393963166685024
121,1260,0.09492328661483693,0.07832297635380518,0.05692863996269694,0.028498506980873216,0.0002578036029734843,0.0004920686161102593,0.0002561222751280051
122,1270,0.09510299396244216,0.0784480089249883,0.05695492903270521,0.02819911756190425,0.0002593433471165379,0.000365539976323741,0.0002504004730780366
123,1280,0.09502096476959936,0.07856576672192611,0.05723532605484397,0.02836180476509536,0.0002709087483458401,0.00041583935445678336,0.0002803849802838633
124,1290,0.09538957255758308,0.07906861938456475,0.05769427482443774,0.02866256910193063,0.0002735168935596778,0.00031020818415914683,0.0002929743961503053
125,1300,0.09444450604894601,0.07829476275490403,0.057166143644448386,0.02812898504119493,0.00026169592264445947,0.0003204666171366474,0.00021290515740566196
126,1310,0.09500179711907987,0.07898808371810113,0.05800326246232962,0.028494014211064723,0.00023998451712792723,0.0002974923276839282,0.0002930686499488512
127,1320,0.0954062201162756,0.0792928607747957,0.058098096375734994,0.028573666034662087,0.0002779496580226529,0.00031986270169273546,0.00027353775868896
128,1330,0.09512856221962612,0.07893590479773478,0.05788765023859969,0.0282106453522013,0.0002981121033513961,0.00035641447042749936,0.0002502601605625188
129,1340,0.09431707970000044,0.07799615565220062,0.05750723009474825,0.027727797355474905,0.00033352789126990745,0.00026440862432910425,0.00026166579627589777
130,1350,0.09454492533508119,0.07838749599237539,0.057760129031834494,0.027610755424928576,0.00036000231977178696,0.00024401373042282217,0.00029434840127237296
131,1360,0.09432203750530668,0.07823009351771314,0.05792772430772992,0.02758930783359544,0.00025210166572628743,0.0002084476976351554,0.00031212587185159397
132,1370,0.094293968077047,0.0785349489284999,0.05812485305514677,0.02765284441696636,0.00038205661839618943,0.00026776617699561994,0.00027320857896707566
133,1380,0.09385252397609013,0.07825639489060128,0.05814622538067539,0.027755160531783927,0.00031591769204213104,0.00016935793800196717,0.0002458946984451639
134,1390,0.09410085746057836,0.07839500357861752,0.058013666962268055,0.0273555803153298,0.00034540967861740844,0.00016566671106101407,0.0002766525795822817
135,1400,0.09391493107116436,0.07830834111808889,0.058205852336236645,0.02744625818749291,0.0002840310814240433,0.00023543260741612713,0.00033208957238742705
136,1410,0.09365231534840635,0.0781207923564958,0.058178312526255695,0.027485808459989013,0.00032745564807135086,0.00030806682680396824,0.00028275364348266316
137,1420,0.09388751847904563,0.07833611235259738,0.05865270567607522,0.027158825248392752,0.0003599116443772132,0.00021379826039124008,0.00031801148279300034
138,1430,0.09445037982252445,0.07872383060847686,0.05893062465776324,0.02752896220420296,0.0003804118949977443,0.0002218176401817833,0.0002850410255476056
139,1440,0.09374816296909086,0.07837642273033829,0.05838952643881605,0.027106292879641475,0.0003056819432821049,0.00029820021739757784,0.0003008722623563375
140,1450,0.09378184872946223,0.07844968380474783,0.05878928987194412,0.027285965877351208,0.0003677928590617764,0.00018869372769256355,0.0002750450946027197
141,1460,0.09407810370017503,0.07847267561423246,0.05884041759087748,0.027065996627117887,0.0003796087371682677,0.00021266595919790907,0.00029082069920314066
142,1470,0.09356031720610866,0.07834486035528188,0.05882228163973964,0.026843943461203553,0.00043803036939854084,0.0001887879073921072,0.0003282576254935796
143,1480,0.09326954915574476,0.07823788098862654,0.05896615891104244,0.02683040101727441,0.00039459583547998405,0.00017455311757157472,0.000363916802694677
144,1490,0.09345500513883291,0.07826748522189839,0.05875152740464669,0.026934026671281416,0.00038198306190024965,0.00023742041140208887,0.000373013846358393
145,1500,0.09387853910114725,0.07852015577307651,0.05915903589095885,0.026925586780338913,0.00043784864751078833,0.00022734449005367856,0.00029628460162088203
146,1510,0.09301480816575067,0.07782764575885943,0.05865839383106828,0.026500370072912238,0.00045668572148470105,0.00019422266316016022,0.00033437793630546503
147,1520,0.09326976141681738,0.07822466382317429,0.05916670244594101,0.026595694549018827,0.00042411530071869216,3.4557543021523067e-05,0.0003602362060425435
148,1530,0.09298329545074707,0.07802942307049504,0.059258740849684126,0.02654740615703446,0.0004616940201223385,0.0003697730387405154,0.00038648594444630144
149,1540,0.09312764259323704,0.07827598207048027,0.05940664209102711,0.026394153526201395,0.0005032518614067296,0.00018129570162478458,0.000307890113966229
150,1550,0.0935091714275915,0.07851082913363813,0.05980837125963834,0.02650043183502343,0.000489516957969097,0.00015901506277977038,0.0003699958323503154
151,1560,0.09283973348179066,0.0781671326692149,0.059546728288894624,0.026414413629874754,0.0004893285934809405,0.00021356290308702065,0.00033796847770081913
152,1570,0.09304220673793849,0.07831524650414373,0.05976306150349224,0.026226419386929913,0.0005377444927725072,0.000225439037354628,0.0003547045404249422
153,1580,0.09310863447683966,0.0784121574226132,0.05978341599478449,0.02629108659234013,0.0005508471079495284,0.00020527822936695908,0.0004322189854510344
154,1590,0.0928114999536956,0.07820297788707901,0.05954950968790838,0.02623401212146157,0.0005988701727668419,0.00017184075404134467,0.0003858699566796662
155,1600,0.09246339473130476,0.07785208032887005,0.05962668527937018,0.02600269952629985,0.0005819891300442908,0.00019604924839234484,0.00039363815056787563
156,1610,0.09268536920255688,0.07811631285842859,0.059756783073723785,0.026054129435145738,0.0005866940252432015,0.00021194705623969062,0.00041160732661041366
157,1620,0.09263242614960666,0.07784498413807332,0.059585894426774685,0.02596024406735344,0.0005770758900757246,0.00017261208039433178,0.0003932287038569097
158,1630,0.09310760804003716,0.07848898814860701,0.06012095919664835,0.026052279803726586,0.0006704106418010205,0.00020988539849697602,0.0004177330746784474
159,1640,0.09241561414082486,0.07815607839390672,0.05991749186657628,0.02594971252247427,0.0006270943375515676,0.00021445203439769976,0.00043449405073467607
160,1650,0.09225837129442158,0.07793741768620027,0.06003242365284184,0.025920672562675082,0.0006610450798272766,0.0001977052002550904,0.00044458323236849816
161,1660,0.09237993713159885,0.07807879182629873,0.060142687806200266,0.025851292362338834,0.0006826925799913424,0.00023868955389326935,0.0004263035888390383
162,1670,0.09228610113948904,0.07796227800949608,0.05998409921444469,0.02551692687051151,0.000690110236029808,0.0002502154072154859,0.00046259582342056567
163,1680,0.09250966976360787,0.07825689615433779,0.0603737465540616,0.025940027839256977,0.0007095689142387836,0.00025162018235417856,0.00043228347328447877
164,1690,0.09215191144356033,0.0779999497979367,0.06035894475262933,0.02546650267325987,0.0006978086799367454,0.00016566680890584603,0.00044830442531188034
165,1700,0.09195003956369756,0.07768907941786275,0.05993549614879957,0.02521058904836787,0.0007381884834583679,0.00018730155550436203,0.00042217970933202455
166,1710,0.09205598698646289,0.07780144763610057,0.060380454114891624,0.025494502420054275,0.0007473990911307309,0.0002018377224711332,0.000473119611832087
167,1720,0.09226400217699227,0.0780427802902457,0.06040854489398626,0.025385284768330744,0.0007565646184930708,0.00019636789175643603,0.00046599994617326824
168,1730,0.09228615210519146,0.07809906795023631,0.060509151947082084,0.025305454375502794,0.000801485233678688,0.00023666685560239174,0.0005146012511522593
169,1740,0.09213450153167309,0.07803199847626303,0.06040188562449407,0.02526268590384585,0.0007688125962255765,0.00021328349443677284,0.00046575163087472023
170,1750,0.09170359696851539,0.07773374951259919,0.060412959616492255,0.025169674861597963,0.0007976549340796586,0.00021277395884258883,0.00048740081269755815
171,1760,0.0915323380825115,0.07756914215645137,0.06033703993673467,0.024961569864850323,0.0008776978843433111,0.00020535563548189958,0.0005222746690861773
172,1770,0.09164663135987614,0.0777806559892681,0.06047921236374596,0.025054885742117283,0.0007564333772287945,0.00021964146239846508,0.0005348220362437961
173,1780,0.09201380359357221,0.07804120246908243,0.060770006269001066,0.02510744753396364,0.0008420899552523027,0.00020831163420477033,0.0005281486008729436
174,1790,0.09191271615104106,0.07783496059287143,0.060713445477002706,0.024731404148531547,0.0009008744069325177,0.00021272007214837471,0.0005068031212014273
175,1800,0.09227459206775318,0.07839438258837106,0.06099742307109292,0.02488227786823923,0.0009339533610096476,0.00019657028854758028,0.0005730855178551345
176,1810,0.09163285197604953,0.07765849813015087,0.060480082423613274,0.02476123202227623,0.0009668773763377495,0.00024391457526179352,0.0005946637344882526
177,1820,0.09114393729973018,0.07722579338968467,0.06013448008690201,0.024399336554522057,0.0008740816302693106,0.00017617903683601917,0.0005475177249738165
178,1830,0.09134007523951765,0.07754292672789669,0.06064316775071909,0.024528587715022074,0.0010040999127967386,0.0002660767660602577,0.0005292402828570818
179,1840,0.0918684780850093,0.07814042528868148,0.06099246943158886,0.024651397558402354,0.0009978753973336383,0.00025673493232370305,0.0005827398558215372
180,1850,0.09151687548992032,0.07801899658517679,0.06114302338955758,0.024576481697881417,0.0009878146967882491,0.00023390524131385154,0.0005523836587225874
181,1860,0.0914213970388285,0.07764830447184341,0.060867561151065265,0.02429360225723273,0.0009777998923841539,0.0002131102329555207,0.0005838834663102614
182,1870,0.09165739882012938,0.07798171315982898,0.06107927760824139,0.02463066509145344,0.001009201143697159,0.00023474268738046401,0.0006012876213638935
183,1880,0.09148909009061756,0.07785566266193535,0.06095881272849957,0.024301939528780986,0.0009675087896445845,0.00018524721865218732,0.0006114118045670638
184,1890,0.09150167821386333,0.0779074277123144,0.06110134879556434,0.024351098619603263,0.0010485844110450892,0.00024323327890908916,0.0005712151609026444
185,1900,0.09120839224978025,0.07764550770053885,0.06106641953605686,0.024183131425077387,0.001041388007796079,0.0002378950586616731,0.0006448962433599572
186,1910,0.0913578764152688,0.07772325454153775,0.06093257610852793,0.024110327577891017,0.001016114857200594,0.00025831812973861254,0.0006067139836849701
187,1920,0.09058980950234377,0.07734027954111662,0.06094764761880307,0.023974117197285046,0.0011516782072240942,0.0002453616659486509,0.0006319489419491416
188,1930,0.09112145763969474,0.07762236899659652,0.06096650324549327,0.024269325178404876,0.0010551055437636335,0.00024195315976594116,0.0006309758872327485
189,1940,0.09131452243505393,0.07777624207403312,0.061236081632962173,0.024022613973936374,0.0011804933648131564,0.00021489333906382237,0.0006849133515976893
190,1950,0.09122155141147313,0.07790776310221846,0.061311808619960106,0.024224747627395272,0.0011589116242519495,0.0002880750166233452,0.0006554887263495134
191,1960,0.09095646585315978,0.07770313249469687,0.06135226594871495,0.023897275358167,0.001168524841047639,0.0002751687528918634,0.0006676611692598809
192,1970,0.09099071908956628,0.07782764077207095,0.061395417932437676,0.02398124825471685,0.001195959687132433,0.0002942888223840027,0.0006943523812478786
193,1980,0.09080811823695233,0.0775191253242276,0.06140647939249246,0.023803113523046544,0.0012063846453313572,0.00019793713854192562,0.0006866823953208035
194,1990,0.09083310714051722,0.07754232925562284,0.06121619977349519,0.023742757930008143,0.0012027218015555827,0.0002733033198865604,0.0007412884566786159
195,2000,0.091185853137397,0.07777095022151166,0.0614171890058497,0.023823709591865704,0.0011813332536439228,0.00025681157687911367,0.0006859203753371236
196,2010,0.09084928892818842,0.07750743310669851,0.06120444747162561,0.023526912458455198,0.0012429663849338312,0.0002972310920493944,0.0007100002888452619
197,2020,0.09106561316707154,0.07780483111189203,0.061465918841856995,0.023680499194442817,0.0012959569675350694,0.0003030717155067666,0.000705617889784159
198,2030,0.09079853960974632,0.07773721138184234,0.0617994412226316,0.023639510680216833,0.001307895234808936,0.0002560135353243024,0.0007647940575177076
199,2040,0.09083723745513576,0.07773382619978861,0.06159565823401038,0.023742181730005682,0.0013734611034704881,0.0002424843727151401,0.0007154214507969592
200,2050,0.09119426870699614,0.07802034727217824,0.06174917836137694,0.023630132875056446,0.0013593167217196096,0.0002548718853224268,0.0007793908377251022
201,2060,0.09115820257972139,0.07816377056898897,0.06203659596189479,0.023573888037622396,0.001359057449892243,0.0002662831206907513,0.0007477119461610543
202,2070,0.0910679711618551,0.07775395641917174,0.061702119835326176,0.023326646600338688,0.001399249443334075,0.00032820765523670486,0.0007616807909344817
203,2080,0.0908837397031574,0.07755976296622452,0.06145540939695819,0.02321353220687251,0.0014163318472856696,0.00032656356064358704,0.0007966866640981892
204,2090,0.09042656891415078,0.07731693141306387,0.06168659701342267,0.023270224382296544,0.0013710980225251819,0.0002718398616087977,0.0007615177267963626
205,2100,0.09071672348714895,0.07763507460028549,0.061810882317216286,0.023395182877323468,0.001454835707677569,0.00028037323431074306,0.000847969211913762
206,2110,0.09049248029860103,0.0775699299424814,0.061790585610870946,0.02308672260576061,0.001538203582337632,0.00030162641336123,0.0008538487894848111
207,2120,0.09124948399615201,0.07807524654527467,0.062079581886855584,0.023314281349847883,0.0014684514792716482,0.00023731630717640877,0.0008269700435898228
208,2130,0.0912418924472856,0.07816184349123083,0.062236609439373335,0.023210577265918655,0.0014307579388013025,0.00027943782190919544,0.0008555515131830236
209,2140,0.09080983897731995,0.07799012698404077,0.06221013971231918,0.023301983384436557,0.0016593836652553306,0.0002625320583328128,0.0008518712651419891
210,2150,0.090894473741737,0.07801962346505371,0.06211417452996363,0.023111137608148563,0.0016115016413108085,0.00030080159560341886,0.0008021375882757835
211,2160,0.09053986818765233,0.07746859722242252,0.061932154136802184,0.022831910413752324,0.0015737442494339567,0.0003055551549588267,0.0008954839128365613
212,2170,0.09071376085894857,0.07786514802526552,0.06219966165139661,0.023054832799848185,0.001562231589815725,0.00031928164328415796,0.0009178223013281217
213,2180,0.09077569921519181,0.07787774222932194,0.06231798866537735,0.023042578873447996,0.0016441036180151398,0.0002800001794872945,0.000916731356879075
214,2190,0.09108623623175427,0.07814363750335811,0.06246798603026775,0.02297841855467001,0.0015312975732067698,0.0003304378973761977,0.0008990776394734486
215,2200,0.09076733916294498,0.0777132624558356,0.06213576096805151,0.022733162126467903,0.0016647097614720216,0.00029934394529958523,0.0009002657459383048
216,2210,0.09067977733968538,0.07808536382028462,0.06240409298377483,0.022976668458862856,0.0017181900780095744,0.0003085074037318696,0.0009090268731348007
217,2220,0.09067096818966798,0.07784825387052546,0.0623109890804071,0.02283656733482036,0.0017536476493914728,0.00028293249746650853,0.000917751167096552
218,2230,0.0902599351183194,0.07761564262872017,0.0622430878992292,0.022772511048884992,0.0016824135843133356,0.00033648271686266714,0.0009171151623196177
219,2240,0.09008816660937727,0.07764898491457974,0.06216578724489977,0.022597123245438406,0.001704507198973752,0.00030032637237635237,0.0008907910543493283
220,2250,0.09016192724987115,0.07734088174634256,0.061841234031154886,0.022570980748541133,0.0016708112805398224,0.0003368143375056467,0.0008460139658606402
221,2260,0.09085119014538626,0.07791983246309768,0.062554637831124,0.02250791945314092,0.0018260393207133727,0.00035726856274826855,0.0009558036734265407
222,2270,0.09074344023323615,0.0777814749088041,0.06252288700159153,0.02269598315516683,0.0017367713130800975,0.0003265799073252489,0.0009973451078153829
223,2280,0.09055717084054356,0.07790641497500944,0.062402607099250725,0.022472176594081322,0.0018024823660655464,0.00032588740634031076,0.001017629542440027
224,2290,0.09034969693516648,0.07760388133357292,0.06230469520399353,0.022564853244744026,0.001797790234431496,0.0003567531084415499,0.0009440370953109318
225,2300,0.09036972374588785,0.07762632964183969,0.06233758054823973,0.02262916801879539,0.0018228590371910478,0.0003420047425823895,0.0010286383050559847
226,2310,0.09055891990217112,0.07794974835773527,0.06266791425833178,0.022280334545429152,0.0019054285948707922,0.0003447752152881186,0.0010273428566939635
227,2320,0.09049916034310959,0.07787556354565155,0.06246211091832682,0.022308394478472035,0.0019040352307488624,0.0003614705492958728,0.0010099400045989505
228,2330,0.08979289927970635,0.07710192846085581,0.06187989079559115,0.022088599508215102,0.001845279847162502,0.0003563658677986933,0.0010351993867030334
229,2340,0.09064399258576289,0.07810536231142398,0.06279810255204842,0.02222015982069828,0.0018127931152025689,0.000340007129741343,0.0010785685352891839
230,2350,0.09042949596262889,0.07777165158729403,0.062468677807485475,0.0219962937028436,0.002006351426560873,0.000357473312842813,0.0010892982184326396
231,2360,0.09090422251512853,0.07809830480951781,0.06279183862436147,0.022386602933631383,0.0019201102832572948,0.00034118018978256023,0.0010524761044305056
232,2370,0.09026168804302855,0.07765480623362295,0.06265256516342574,0.0221840091021928,0.00199024272514136,0.0003602951317059716,0.001047269342159702
233,2380,0.09077435864352837,0.0778719652495538,0.06270477173515687,0.02205707158677935,0.0019405199664537772,0.00036814829150807473,0.0010481044233705353
234,2390,0.09025235431407506,0.0777183303876689,0.06279973458976866,0.021974456411176416,0.002042937744476557,0.0003802611011777794,0.0011609551678170352
235,2400,0.08979753367300437,0.07710355626672515,0.06219783382616472,0.02181421341712038,0.002083254811530541,0.0003537764133067901,0.0010673254503154007
236,2410,0.0905303218107432,0.07792921633963573,0.06311580091945927,0.022029067769516283,0.0021405039074454315,0.0003769817185237362,0.0012138640369698534
237,2420,0.09026362506430036,0.07774819511138144,0.06283307158218546,0.02191117294940511,0.0020738197952113614,0.0003668212718802491,0.0010923596247503695
238,2430,0.09061190298021449,0.07789148569740527,0.06294486769216624,0.021710352131321154,0.0020772197945425307,0.0003728779795121428,0.0011467274849380283
239,2440,0.08994428500792652,0.0773221801400436,0.06262117033767126,0.02173207528575385,0.0021060912679196167,0.0003525727616727071,0.0011299319831920493
240,2450,0.0900484621984678,0.07744540796082328,0.06236159107942849,0.021591791609155253,0.002119585307373783,0.0003560903316387955,0.0011344020565064487
241,2460,0.09021390297413213,0.07753422269904754,0.06257514440840992,0.021674587588872408,0.0021423295380030814,0.0003858223812517398,0.0011676203643144758
242,2470,0.09006548144270268,0.07746484224925167,0.0625793186721326,0.021426912830731948,0.0021531615588889687,0.00037152591604358673,0.001240812121877388
243,2480,0.09019313738708373,0.07770577726843737,0.0627578535796144,0.021611669138465687,0.0021706889577996495,0.00039604961574760686,0.0012003673992180127
244,2490,0.09020009519532703,0.07772210701232998,0.06287432703126813,0.02151061192430794,0.0021839422638659733,0.0004053369931395453,0.0012319889936710244
245,2500,0.08984439582425902,0.07733295063820288,0.0625396018124307,0.02142085638106364,0.0023079201946374006,0.000356678575534871,0.0012739719474398452
246,2510,0.08955386389695492,0.07706855237557612,0.06226993633806073,0.021231813716170434,0.0022119613421856454,0.0004154232585096858,0.0011847100789555455
247,2520,0.0903050708053809,0.07766859638007385,0.06289149415987255,0.021575120906603098,0.0022342436922109903,0.0003627616021023456,0.0012496050579331951
248,2530,0.09029673204359055,0.07773325147314963,0.06298006660037771,0.021263071491968582,0.0021913726484661224,0.00042209157218266386,0.0012479229090617888
249,2540,0.09034912383960467,0.07800570592745464,0.06310902284119223,0.02149920871256994,0.0023185013074349383,0.0004070905347704434,0.001240835259867783
250,2550,0.09037562488524212,0.07780688439301076,0.0632026194292057,0.02134226637787144,0.002430997797479439,0.0004112590258893788,0.0011959744803389106
251,2560,0.09019382505994845,0.07779452686321138,0.06320541012042759,0.021184276422926016,0.0024037425085155005,0.0003805856541595773,0.0012926645639101983
252,2570,0.0901013695229426,0.07765898464975796,0.06298978029707476,0.021051760519673963,0.0023865281972775044,0.00044850841987670157,0.0013219413298026397
