Eg,FWHM_rel_norm,Eff_tot,FE,SE,DE,c511,cntRest,cntRestNoThres,nEvents,nCounts
5170,0.7441133034693431,0.995209,13779.1,10603.5,1537.72,6344.41,143511.0,131072.0,1836220.0,175776
5180,0.7439255428617657,0.993014,11841.4,10670.7,1482.09,6540.67,145084.0,130485.0,1838630.0,175619
5190,0.7437384762343326,0.993028,17405.2,10827.8,1442.28,6494.13,139683.0,130981.0,1841050.0,175852
5200,0.7435520997314203,0.995833,16085.0,10726.9,1523.13,6620.12,141625.0,131240.0,1843460.0,176580
5210,0.7433664095260171,0.994727,14157.3,10709.2,1485.64,6459.79,143803.0,131498.0,1845880.0,176615
5220,0.7431814018194551,0.992342,12075.2,10643.7,1434.5,6676.94,145592.0,131045.0,1848290.0,176422
5230,0.7429970728411495,0.996069,17829.7,10822.4,1490.51,6563.71,140610.0,131899.0,1850700.0,177316
5240,0.7428134188483373,1.00003,16243.3,11133.9,1482.07,6583.65,142810.0,132510.0,1853120.0,178253
5250,0.742630436125821,0.997343,14245.4,10888.3,1464.71,6504.0,144904.0,132922.0,1855530.0,178006
5260,0.7424481209857148,0.998123,12273.0,10985.2,1474.66,6685.49,146959.0,132796.0,1857950.0,178377
5270,0.7422664697671919,1.00205,17959.3,11100.3,1513.25,6651.69,142087.0,133504.0,1860360.0,179312
5280,0.7420854788362377,0.994693,16467.9,10878.4,1514.62,6744.93,142620.0,132625.0,1862780.0,178226
5290,0.7419051445854028,1.00226,14712.2,11201.7,1551.07,6613.45,145737.0,134024.0,1865190.0,179815
5300,0.7417254634335606,0.995327,12655.3,10933.3,1590.9,6757.09,146865.0,133136.0,1867600.0,178802
5310,0.7415464318256665,0.996916,10515.3,11114.1,1582.31,6826.6,149281.0,133536.0,1870020.0,179319
5320,0.7413680462325207,0.99426,16581.0,11089.5,1508.87,6601.78,143291.0,133568.0,1872430.0,179072
5330,0.7411903031505319,0.999711,14793.9,11246.5,1563.65,6743.3,145939.0,134527.0,1874850.0,180286
5340,0.7410131991014862,1.00027,13087.6,11051.4,1553.01,6800.27,148128.0,134321.0,1877260.0,180620
5350,0.7408367306323158,1.00137,10773.0,11057.8,1549.61,6943.42,150726.0,135004.0,1879680.0,181050
5360,0.740660894314872,0.99825,16755.4,11132.0,1541.8,6835.1,144454.0,134730.0,1882090.0,180718
5370,0.7404856867457006,0.999299,14941.1,11440.7,1549.27,6824.26,146385.0,135194.0,1884510.0,181140
5380,0.7403111045458176,1.00183,13109.3,11374.0,1597.03,6867.7,148883.0,135664.0,1886920.0,181831
5390,0.7401371443604913,1.00572,11271.2,11364.2,1460.68,6931.31,151744.0,136278.0,1889340.0,182771
5400,0.7399638028590223,1.0021,16944.3,11438.4,1536.15,6974.91,145452.0,135756.0,1891750.0,182346
5410,0.7397910767345298,1.00098,15339.1,11354.8,1532.06,7016.43,147133.0,136127.0,1894160.0,182375
5420,0.7396189627037372,1.00433,13371.4,11529.9,1563.55,6968.79,149785.0,136761.0,1896580.0,183219
5430,0.7394474575067612,0.998448,11500.4,11282.1,1524.34,6931.97,151138.0,136139.0,1898990.0,182377
5440,0.7392765579069045,1.00115,17092.3,11318.8,1528.98,7021.2,146142.0,136860.0,1901410.0,183103
5450,0.7391062606904477,1.00238,15648.2,11461.7,1583.34,6986.2,147882.0,136846.0,1903820.0,183561
5460,0.7389365626664465,1.00499,13764.2,11475.5,1561.93,6979.33,150491.0,137640.0,1906240.0,184272
5470,0.7387674606665289,1.00443,11804.9,11606.0,1569.98,7077.69,152343.0,137567.0,1908650.0,184402
5480,0.7385989515446958,1.00144,9706.1,11490.3,1557.37,7126.09,154206.0,137502.0,1911070.0,184086
5490,0.7384310321771224,0.998289,15565.3,11604.8,1490.1,7148.57,147930.0,137230.0,1913480.0,183739
5500,0.7382636994619644,1.00654,13901.4,11713.3,1564.76,7302.45,151009.0,138444.0,1915900.0,185491
5510,0.7380969503191626,1.00437,12002.0,11554.1,1530.42,7109.79,153129.0,138617.0,1918310.0,185325
5520,0.737930781690252,1.00507,9988.22,11692.9,1533.32,7159.32,155313.0,138951.0,1920720.0,185687
5530,0.7377651905381727,0.999995,15869.1,11629.4,1565.92,7174.38,148743.0,138382.0,1923140.0,184982
5540,0.7376001738470825,1.00436,14294.3,11837.6,1542.35,7208.76,151139.0,138756.0,1925550.0,186022
5550,0.7374357286221704,1.00774,12312.3,11747.9,1569.61,7339.4,153913.0,139636.0,1927970.0,186882
5560,0.7372718518894741,1.00608,10349.3,11861.1,1479.06,7197.58,155921.0,139903.0,1930380.0,186808
5570,0.7371085406956976,1.00638,16026.0,11741.9,1591.85,7206.31,150533.0,139996.0,1932800.0,187099
5580,0.7369457921080325,1.00725,14287.4,11818.8,1517.67,7339.34,152531.0,140459.0,1935210.0,187494
5590,0.7367836032139785,1.0072,19045.1,11831.1,1517.99,7464.33,147860.0,140261.0,1937620.0,187719
5600,0.7366219711211691,1.00714,10494.1,11769.9,1638.45,7332.55,156706.0,141075.0,1940040.0,187941
5610,0.7364608929571965,1.0089,16167.3,11845.7,1654.3,7315.67,151520.0,141151.0,1942450.0,188503
5620,0.7363003658694393,1.00822,14495.4,11683.6,1589.94,7411.57,153430.0,141540.0,1944870.0,188611
5630,0.736140387024892,1.00527,12697.3,11698.1,1640.69,7472.64,154783.0,141131.0,1947280.0,188292
5640,0.7359809536099967,1.00922,10826.2,11967.7,1613.98,7435.79,157423.0,141774.0,1949700.0,189267
5650,0.7358220628304749,1.01037,9202.12,11995.5,1596.96,7596.83,159326.0,141746.0,1952110.0,189717
5660,0.7356637119111633,1.0136,14642.8,12039.3,1694.21,7551.62,154632.0,143029.0,1954530.0,190560
5670,0.7355058980958495,1.00836,13070.3,11857.7,1676.7,7537.14,155666.0,142268.0,1956940.0,189808
5680,0.7353486186471103,1.01332,11203.2,12234.0,1666.73,7639.24,158235.0,142696.0,1959360.0,190978
5690,0.7351918708461515,1.01101,9238.37,12122.6,1625.14,7655.8,160135.0,143032.0,1961770.0,190777
5700,0.7350356519926489,1.00906,15236.2,11913.9,1561.79,7516.42,154414.0,142886.0,1964180.0,190642
5710,0.7348799594045914,1.00693,13197.4,11982.6,1695.96,7760.04,155839.0,142590.0,1966600.0,190475
5720,0.7347247904181259,1.01112,18130.3,12246.2,1625.02,7730.17,151770.0,143352.0,1969010.0,191502
5730,0.7345701423874031,1.01373,9643.06,12079.9,1694.48,7550.53,161264.0,144177.0,1971430.0,192232
5740,0.7344160126844257,1.01151,15362.2,11973.6,1649.27,7697.85,155363.0,144022.0,1973840.0,192046
5750,0.7342623986988962,1.01067,13531.4,12265.4,1592.97,7665.23,157066.0,144086.0,1976260.0,192121
5760,0.7341092978380704,1.0079,18117.3,12138.9,1650.24,7754.99,152168.0,143820.0,1978670.0,191829
5770,0.733956707526607,1.01114,9822.29,12265.5,1619.48,7755.59,161217.0,144658.0,1981090.0,192680
5780,0.7338046252064226,1.0152,15474.1,12118.3,1711.7,7843.86,156541.0,145318.0,1983500.0,193689
5790,0.7336530483365477,1.01532,13794.2,12331.9,1639.37,7749.07,158432.0,145794.0,1985920.0,193947
5800,0.7335019743929818,1.01514,11852.3,12380.9,1671.14,7711.55,160533.0,146142.0,1988330.0,194149
5810,0.7333514008685528,1.01423,17052.3,12531.7,1730.38,7806.3,155089.0,145471.0,1990740.0,194210
5820,0.7332013252727761,1.01494,8493.33,12282.3,1716.38,7856.42,164235.0,146000.0,1993160.0,194583
5830,0.7330517451317161,1.01349,14350.4,12252.6,1715.76,7977.49,158244.0,145738.0,1995570.0,194540
5840,0.7329026579878476,1.01234,12224.2,12399.8,1703.4,7960.43,160267.0,146054.0,1997990.0,194555
5850,0.7327540613999208,1.01276,17056.1,12300.2,1702.16,7872.64,155940.0,146579.0,2000400.0,194871
5860,0.7326059529428258,1.01443,8472.43,12681.0,1616.74,8035.84,164621.0,146784.0,2002820.0,195427
5870,0.7324583302074585,1.01537,14166.2,12647.9,1689.81,7888.98,159450.0,147158.0,2005230.0,195843
5880,0.7323111908005897,1.01785,12613.2,12547.6,1665.9,8085.48,161647.0,147832.0,2007640.0,196559
5890,0.7321645323447332,1.01899,17447.2,12415.3,1707.49,7874.76,157571.0,148202.0,2010060.0,197016
5900,0.7320183524780168,1.01532,8908.23,12408.9,1675.21,8143.37,165406.0,147930.0,2012470.0,196542
5910,0.7318726488540532,1.01594,14446.2,12552.1,1675.48,8131.79,160092.0,147836.0,2014890.0,196898
5920,0.7317274191418139,1.01378,12537.3,12503.8,1697.33,7980.37,161996.0,148220.0,2017300.0,196715
5930,0.731582661025503,1.02077,17446.2,12617.6,1763.13,8184.3,158297.0,149280.0,2019720.0,198308
5940,0.7314383722044323,1.01666,15905.1,12487.1,1660.1,8141.56,159551.0,149026.0,2022130.0,197745
5950,0.7312945503928987,1.01911,14503.2,12845.4,1676.4,8295.37,161139.0,149045.0,2024550.0,198459
5960,0.7311511933200613,1.01996,13054.2,12771.7,1792.78,8222.26,163020.0,149501.0,2026960.0,198861
5970,0.7310082987298211,1.01655,11139.4,12899.3,1710.77,8109.51,164573.0,149231.0,2029380.0,198432
5980,0.7308658643807007,1.0155,16469.1,12729.9,1734.32,8194.18,159335.0,149050.0,2031790.0,198463
5990,0.7307238880457265,1.01937,7846.23,12686.1,1702.63,8217.35,169005.0,150200.0,2034200.0,199457
6000,0.7305823675123102,1.02125,13158.3,12647.1,1697.01,8179.34,164379.0,150564.0,2036620.0,200061
6010,0.7304413005821336,1.01662,11382.1,12637.1,1644.65,8328.85,165398.0,150455.0,2039030.0,199391
6020,0.7303006850710327,1.01962,16355.1,12707.6,1800.85,8315.94,161037.0,150897.0,2041450.0,200216
6030,0.7301605188088839,1.02138,8034.12,12877.9,1704.37,8340.77,169842.0,151476.0,2043860.0,200799
6040,0.7300207996394914,1.02141,13399.4,12866.9,1717.19,8431.09,164626.0,151379.0,2046280.0,201041
6050,0.7298815254204744,1.01917,11704.4,12884.2,1718.84,8233.76,166297.0,151628.0,2048690.0,200838
6060,0.7297426940231578,1.02257,16370.5,12850.4,1707.06,8475.03,162341.0,152383.0,2051110.0,201744
6070,0.7296043033324608,1.02422,15362.1,12788.4,1727.68,8492.18,163938.0,152422.0,2053520.0,202308
6080,0.7294663512467899,1.02198,13615.5,12746.7,1785.26,8541.74,165415.0,152530.0,2055940.0,202104
6090,0.7293288356779303,1.02231,11693.2,12959.4,1747.55,8462.03,167544.0,152867.0,2058350.0,202406
6100,0.7291917545509392,1.02555,16686.5,12991.2,1731.07,8370.0,163507.0,153470.0,2060760.0,203286
6110,0.7290551058040411,1.01859,15239.4,12955.1,1792.18,8439.81,163716.0,152502.0,2063180.0,202142
6120,0.7289188873885226,1.02223,6899.99,12970.5,1670.16,8535.36,173027.0,153308.0,2065590.0,203103
6130,0.7287830972686287,1.0249,12203.1,13093.4,1738.07,8509.75,168327.0,153738.0,2068010.0,203871
6140,0.7286477334214612,1.02439,10465.1,13185.8,1699.47,8496.81,170161.0,154002.0,2070420.0,204008
6150,0.728512793836876,1.02701,15470.1,13256.9,1691.19,8562.36,165788.0,154723.0,2072840.0,204768
6160,0.7283782765173831,1.02722,7190.0,13181.4,1767.14,8517.69,174391.0,154729.0,2075250.0,205047
6170,0.7282441794780469,1.02478,12499.9,13136.0,1766.47,8649.69,168746.0,154646.0,2077660.0,204798
6180,0.728110500746387,1.02644,10724.1,13080.7,1674.27,8637.58,171253.0,155520.0,2080080.0,205370
6190,0.7279772383622813,1.02247,15471.3,13110.2,1719.91,8564.24,165947.0,155042.0,2082490.0,204813
6200,0.7278443903778684,1.02744,14223.4,12990.1,1789.29,8606.08,168437.0,155890.0,2084910.0,206046
6210,0.7277119548574515,1.02302,12473.1,13203.0,1781.94,8620.67,169318.0,155200.0,2087320.0,205397
6220,0.7275799298774042,1.02964,10920.5,13390.3,1828.03,8767.79,172058.0,156384.0,2089740.0,206965
6230,0.7274483135260755,1.02821,15745.4,13145.5,1723.75,8641.1,167662.0,156880.0,2092150.0,206918
6240,0.7273171039036972,1.02654,14432.9,13386.3,1751.24,8642.91,168606.0,156233.0,2094570.0,206819
6250,0.7271862991222904,1.02635,12822.3,13404.7,1749.99,8701.58,170341.0,156322.0,2096980.0,207020
6260,0.7270558973055754,1.02013,11260.3,13182.9,1793.84,8660.81,171104.0,155652.0,2099400.0,206002
6270,0.7269258965888803,1.03109,16107.1,13326.2,1735.8,8950.75,168334.0,157654.0,2101810.0,208454
6280,0.7267962951190504,1.02846,14593.6,13306.0,1770.88,8865.99,169626.0,157533.0,2104220.0,208162
6290,0.7266670910543607,1.03073,6479.53,13259.8,1824.99,8733.53,178562.0,158566.0,2106640.0,208860
6300,0.7265382825644267,1.02648,11464.4,13426.3,1877.04,8809.3,172660.0,157472.0,2109050.0,208237
6310,0.7264098678301171,1.03008,9741.36,13451.7,1837.97,8846.94,175329.0,158474.0,2111470.0,209207
6320,0.7262818450434674,1.02824,14880.2,13414.1,1878.04,8776.92,170123.0,158233.0,2113880.0,209072
6330,0.7261542124075946,1.03254,13324.4,13452.5,1751.23,8946.79,172711.0,159166.0,2116300.0,210186
6340,0.7260269681366112,1.03068,11543.1,13553.4,1835.28,8974.08,174141.0,159162.0,2118710.0,210047
6350,0.7259001104555418,1.03125,10238.3,13353.8,1765.55,9101.84,175942.0,159317.0,2121130.0,210402
6360,0.7257736376002397,1.032,14927.0,13570.9,1851.16,9035.75,171411.0,159899.0,2123540.0,210796
6370,0.7256475478173036,1.03086,13473.2,13641.4,1830.96,9078.39,172779.0,159710.0,2125960.0,210803
6380,0.7255218393639964,1.03487,11975.4,13794.5,1832.45,9019.43,175241.0,160461.0,2128370.0,211863
6390,0.7253965105081638,1.03538,10367.1,13640.6,1812.48,9196.67,177191.0,160664.0,2130780.0,212208
6400,0.7252715595281535,1.03297,14973.2,13711.7,1830.96,9047.54,172390.0,160779.0,2133200.0,211953
6410,0.7251469847127365,1.03323,13766.6,13650.5,1836.08,9199.64,173793.0,160733.0,2135610.0,212246
6420,0.7250227843610272,1.03001,12051.1,13603.8,1832.22,9171.53,175166.0,160814.0,2138030.0,211825
6430,0.7248989567824055,1.03272,10621.4,13640.3,1816.24,8984.71,177559.0,161524.0,2140440.0,212622
6440,0.7247755002964397,1.03616,15360.2,13710.2,1795.81,9038.84,173665.0,162285.0,2142860.0,213570
6450,0.7246524132328087,1.03402,13949.4,13632.8,1815.85,9077.75,174894.0,161860.0,2145270.0,213370
6460,0.7245296939312272,1.03199,12266.1,13769.1,1833.2,9157.54,176165.0,162021.0,2147690.0,213191
6470,0.7244073407413693,1.03426,10813.3,13786.1,1830.92,9063.41,178406.0,162672.0,2150100.0,213900
6480,0.7242853520227936,1.03356,9297.09,13907.6,1762.9,9177.54,179849.0,162651.0,2152520.0,213994
6490,0.7241637261448702,1.03633,13924.2,13845.6,1880.91,9351.88,175805.0,163104.0,2154930.0,214808
6500,0.7240424614867066,1.03289,12407.1,13639.4,1908.33,9429.95,176951.0,162816.0,2157340.0,214336
6510,0.7239215564370745,1.03392,10987.2,14130.7,1886.59,9169.6,178616.0,163079.0,2159760.0,214790
6520,0.7238010093943386,1.03558,9427.3,13846.5,1775.92,9296.54,181030.0,164034.0,2162170.0,215376
6530,0.7236808187663847,1.03748,14291.3,13897.0,1799.47,9395.19,176629.0,164330.0,2164590.0,216012
6540,0.7235609829705488,1.03307,12648.0,13991.9,1851.6,9253.65,177588.0,163746.0,2167000.0,215333
6550,0.7234415004335476,1.03523,16865.3,14180.4,1898.77,9368.54,173710.0,163956.0,2169420.0,216023
6560,0.7233223695914076,1.03874,9686.37,14061.4,1844.59,9279.91,182125.0,165106.0,2171830.0,216997
6570,0.7232035888893976,1.04,14376.4,13994.2,1871.64,9523.84,177735.0,165432.0,2174240.0,217501
6580,0.7230851567819597,1.03878,12913.4,14051.7,1911.39,9613.57,178997.0,165326.0,2176660.0,217487
6590,0.7229670717326413,1.03484,17135.4,14019.3,1865.63,9294.25,174589.0,165064.0,2179070.0,216904
6600,0.7228493322140288,1.03294,9900.47,13837.3,1827.18,9400.97,181780.0,164845.0,2181490.0,216746
6610,0.7227319367076803,1.03513,14579.4,13864.7,1845.58,9417.77,177737.0,165626.0,2183900.0,217445
6620,0.7226148837040604,1.04276,13059.2,14040.3,1882.15,9662.66,180645.0,167100.0,2186320.0,219289
6630,0.7224981717024738,1.03725,11550.4,14066.1,1925.4,9519.19,181312.0,166412.0,2188730.0,218373
6640,0.7223817992110017,1.04449,10125.2,14056.9,1867.68,9631.4,184459.0,167757.0,2191150.0,220140
6650,0.7222657647464369,1.04198,8597.3,14142.0,1801.35,9696.37,185616.0,167622.0,2193560.0,219853
6660,0.7221500668342204,1.04334,13412.3,14173.8,1873.59,9771.65,181150.0,167858.0,2195980.0,220381
6670,0.7220347040083782,1.04183,11847.3,14153.6,1916.2,9666.92,182720.0,168163.0,2198390.0,220304
6680,0.7219196748114587,1.03975,16077.3,14226.8,1902.89,9722.07,178176.0,167766.0,2200800.0,220105
6690,0.7218049777944711,1.04014,8979.16,14125.2,1878.15,9646.14,185802.0,168053.0,2203220.0,220431
6700,0.7216906115168235,1.04402,13665.2,14061.8,1865.4,9765.09,182138.0,169213.0,2205630.0,221495
6710,0.7215765745462621,1.04046,11987.3,14266.2,1853.75,9612.4,183261.0,168514.0,2208050.0,220981
6720,0.7214628654588112,1.03893,16515.3,14014.9,1910.17,9716.46,178740.0,168496.0,2210460.0,220897
6730,0.7213494828387129,1.03941,9135.4,14092.3,1958.07,9820.25,186235.0,168571.0,2212880.0,221241
6740,0.721236425278368,1.04576,13598.5,14443.0,1953.96,9784.5,183055.0,169746.0,2215290.0,222835
6750,0.721123691378277,1.04286,12324.2,14136.5,1949.62,9885.51,184163.0,169718.0,2217710.0,222459
6760,0.721011279746982,1.03973,16367.5,14332.0,1884.25,9762.41,179688.0,169455.0,2220120.0,222034
6770,0.720899189001009,1.04125,9384.57,14277.9,1914.45,9997.39,187025.0,169706.0,2222540.0,222599
6780,0.72078741776481,1.04202,7834.2,14234.2,1973.16,9852.81,189113.0,170185.0,2224950.0,223007
6790,0.7206759646707069,1.03978,12242.3,14405.1,1866.79,9982.88,184272.0,169868.0,2227360.0,222769
6800,0.7205648283588346,1.0468,10917.1,14546.0,1897.02,10086.8,187068.0,171258.0,2229780.0,224515
6810,0.720454007477086,1.04032,15199.1,14433.7,1905.41,9857.24,181973.0,170493.0,2232190.0,223368
6820,0.7203435006810555,1.04092,8105.1,14310.0,1893.27,9937.96,189492.0,171010.0,2234610.0,223738
6830,0.7202333066339847,1.04497,12548.1,14221.8,1892.07,9866.93,186322.0,172254.0,2237020.0,224851
6840,0.7201234240067085,1.04392,11200.1,14539.8,1881.5,9999.69,187247.0,171619.0,2239440.0,224868
6850,0.7200138514776002,1.04709,15476.3,14586.3,1884.28,10070.6,183776.0,172414.0,2241850.0,225794
6860,0.7199045877325186,1.04223,8302.79,14442.0,1893.01,10041.7,190309.0,171754.0,2244260.0,224988
6870,0.7197956314647549,1.0444,12652.3,14438.1,1961.35,10144.7,186503.0,172724.0,2246680.0,225699
6880,0.7196869813749796,1.04717,11082.1,14653.2,1843.96,10209.3,188751.0,173342.0,2249090.0,226540
6890,0.7195786361711913,1.05065,15411.4,14458.6,1892.45,10210.7,185564.0,174553.0,2251510.0,227537
6900,0.7194705945686641,1.04827,8601.23,14535.0,1926.1,10152.6,192050.0,173662.0,2253920.0,227265
6910,0.7193628552898973,1.0462,12968.4,14620.8,1890.87,10243.4,187336.0,173569.0,2256340.0,227059
6920,0.7192554170645635,1.04721,11357.5,14574.7,2014.19,10078.8,189498.0,174347.0,2258750.0,227523
6930,0.7191482786294586,1.04943,15412.2,14621.9,1936.62,10216.9,186061.0,175070.0,2261170.0,228249
6940,0.7190414387284527,1.04746,14582.4,14824.6,1988.49,10378.6,186289.0,174245.0,2263580.0,228063
6950,0.7189348961124392,1.04861,7253.29,14677.0,1999.51,10256.1,194370.0,175129.0,2266000.0,228556
6960,0.7188286495392865,1.04682,11648.3,14589.8,1898.07,10294.1,189979.0,175234.0,2268410.0,228409
6970,0.7187226977737888,1.04949,10345.4,14634.3,1894.96,10268.8,192094.0,175847.0,2270820.0,229237
6980,0.7186170395876188,1.05008,14668.2,14644.8,1936.36,10296.0,188065.0,175834.0,2273240.0,229610
6990,0.718511673759278,1.05767,7614.19,14621.4,1933.09,10603.8,196742.0,177510.0,2275650.0,231514
7000,0.7184065990740509,1.04874,11980.0,14593.1,1922.87,10118.6,191188.0,176334.0,2278070.0,229802
7010,0.7183018143239575,1.05002,10640.3,14858.2,1946.27,10228.9,192654.0,176556.0,2280480.0,230328
7020,0.7181973183077054,1.04762,14897.2,14788.7,1965.58,10312.8,188081.0,176205.0,2282900.0,230045
7030,0.7180931098306456,1.04979,7749.26,14642.3,1951.86,10330.4,196091.0,177138.0,2285310.0,230765
7040,0.7179891877047241,1.05298,11975.4,14698.0,1988.21,10480.1,192568.0,178186.0,2287730.0,231710
7050,0.7178855507484387,1.05179,10802.4,14530.8,1976.68,10718.6,193665.0,177764.0,2290140.0,231693
7060,0.7177821977867922,1.05658,14920.4,14946.5,1956.42,10484.3,190686.0,178854.0,2292560.0,232994
7070,0.7176791276512479,1.05512,13844.2,14798.0,2023.93,10433.0,191817.0,178604.0,2294970.0,232916
7080,0.7175763391796861,1.05427,12386.0,15013.5,1995.81,10562.2,193015.0,178771.0,2297380.0,232973
7090,0.7174738312163585,1.05251,10941.2,14970.1,1988.83,10542.4,194385.0,178468.0,2299800.0,232828
7100,0.7173716026118458,1.05683,15350.0,15014.0,2004.13,10862.4,190800.0,179094.0,2302210.0,234031
7110,0.7172696522230139,1.05298,13888.6,14866.3,1997.59,10699.4,191970.0,179077.0,2304630.0,233422
7120,0.7171679789129706,1.05774,6992.3,14890.2,1887.57,10728.1,200226.0,180373.0,2307040.0,234724
7130,0.7170665815510234,1.05446,11156.3,15103.0,1927.44,10534.5,195518.0,180005.0,2309460.0,234239
7140,0.716965459012637,1.053,9727.2,14896.3,2030.15,10582.2,196924.0,180118.0,2311870.0,234160
7150,0.7168646101793914,1.05642,13965.3,14979.5,1965.29,10674.0,193583.0,180776.0,2314280.0,235167
7160,0.7167640339389404,1.05235,12648.5,15258.0,1952.85,10709.4,193935.0,180086.0,2316700.0,234504
7170,0.71666372918497,1.0556,11345.5,14854.4,1999.3,10619.8,196656.0,181440.0,2319110.0,235475
7180,0.7165636948171584,1.05396,9857.43,15087.2,1964.98,10844.5,197600.0,180767.0,2321530.0,235354
7190,0.7164639297411337,1.05941,14143.3,14994.7,1917.96,10965.5,194796.0,182153.0,2323940.0,236817
7200,0.7163644328684357,1.05348,12904.3,14960.8,1928.94,10709.8,195232.0,181355.0,2326360.0,235736
7210,0.7162652031164742,1.05727,11538.4,15039.8,1963.18,10834.3,197452.0,182249.0,2328770.0,236828
7220,0.7161662394084904,1.05572,9898.37,15056.6,2020.9,10761.0,198989.0,182464.0,2331190.0,236726
7230,0.716067540673518,1.05813,14337.2,15042.0,1953.59,10685.4,195494.0,182926.0,2333600.0,237512
7240,0.7159691058463424,1.05442,13143.3,15083.7,1923.78,10892.2,195881.0,182394.0,2336020.0,236924
7250,0.7158709338674644,1.06063,11582.0,15082.5,1971.44,11050.6,198880.0,183748.0,2338430.0,238567
7260,0.7157730236830597,1.05536,10354.1,14821.2,1982.4,10803.2,199666.0,183234.0,2340840.0,237627
7270,0.7156753742449425,1.0583,14368.5,15128.7,1945.55,10844.6,196248.0,184017.0,2343260.0,238535
7280,0.7155779845105273,1.05702,13176.1,15234.4,2041.0,10827.6,197213.0,183708.0,2345670.0,238492
7290,0.7154808534427906,1.06019,11956.3,15260.9,1999.58,10906.9,199328.0,184659.0,2348090.0,239452
7300,0.715383980010235,1.05737,10512.2,15023.0,1978.45,10996.0,200552.0,184421.0,2350500.0,239062
7310,0.7152873631868517,1.05886,9164.85,15159.4,1980.0,10914.6,202426.0,185037.0,2352920.0,239645
7320,0.7151910019520844,1.05858,13385.4,15078.9,2065.09,11040.6,198256.0,184985.0,2355330.0,239826
7330,0.7150948952907927,1.05949,11987.3,15134.8,1977.37,10988.7,200191.0,185601.0,2357750.0,240279
7340,0.7149990421932156,1.06342,10772.0,15314.6,1974.42,11204.8,202151.0,186058.0,2360160.0,241417
7350,0.7149034416549376,1.05959,9462.43,15508.6,2064.43,11078.6,202679.0,185694.0,2362580.0,240793
7360,0.7148080926768515,1.06144,13537.1,15345.6,2012.81,11080.3,199485.0,186258.0,2364990.0,241461
7370,0.714712994265124,1.06316,12193.6,15398.2,2057.29,11134.4,201316.0,186646.0,2367400.0,242099
7380,0.714618145431161,1.0657,10750.1,15315.2,2026.3,11041.4,203791.0,187810.0,2369820.0,242924
7390,0.714523545191573,1.06629,9556.13,15387.7,2001.09,11494.0,204867.0,187619.0,2372230.0,243306
7400,0.714429192568141,1.06645,13688.3,15218.7,2064.81,11105.2,201514.0,188246.0,2374650.0,243591
7410,0.7143350865877814,1.06569,12389.4,15506.1,2062.0,11237.6,202469.0,188242.0,2377060.0,243664
7420,0.7142412262825144,1.0651,16056.1,15385.5,2013.15,11134.1,199189.0,188512.0,2379480.0,243778
7430,0.7141476106894282,1.06485,9621.13,15391.4,2075.4,11308.7,205570.0,188703.0,2381890.0,243967
7440,0.7140542388506477,1.06499,13631.4,15396.3,1974.11,11416.6,201829.0,188711.0,2384300.0,244247
7450,0.7139611098132997,1.06772,12611.1,15440.3,2130.93,11352.7,203585.0,189476.0,2386720.0,245120
7460,0.7138682226294825,1.06507,11418.1,15325.5,2015.39,11410.6,204589.0,189164.0,2389130.0,244759
7470,0.7137755763562309,1.06653,9910.2,15463.0,2046.02,11440.8,206484.0,189685.0,2391550.0,245344
7480,0.7136831700554866,1.06344,8617.26,15458.6,2003.25,11339.8,207461.0,189276.0,2393960.0,244880
7490,0.7135910027940643,1.06707,12711.2,15469.2,2033.85,11601.5,204147.0,190124.0,2396380.0,245963
7500,0.7134990736436211,1.06311,11468.1,15478.6,2041.35,11419.6,204888.0,189615.0,2398790.0,245296
7510,0.713407381680624,1.06694,10077.1,15484.9,2025.66,11259.0,207581.0,191122.0,2401210.0,246428
7520,0.7133159259863205,1.0681,8871.43,15501.8,2035.79,11542.0,208994.0,191263.0,2403620.0,246945
7530,0.7132247056467063,1.06802,12760.4,15577.6,1985.78,11397.5,205454.0,191602.0,2406040.0,247175
7540,0.7131337197524942,1.0669,11421.2,15431.1,1995.96,11697.2,206616.0,191445.0,2408450.0,247162
7550,0.7130429673990852,1.07143,15368.3,15651.1,2029.04,11542.6,203870.0,192392.0,2410860.0,248461
7560,0.7129524476865374,1.06872,8937.97,15663.1,2084.08,11545.7,209849.0,191895.0,2413280.0,248080
7570,0.7128621597195356,1.06625,12841.3,15753.5,2051.0,11664.7,205444.0,191988.0,2415690.0,247755
7580,0.7127721026073621,1.06837,11686.2,15586.9,1995.17,11556.4,207671.0,192759.0,2418110.0,248496
7590,0.7126822754638674,1.06774,15508.3,15711.9,2046.18,11442.5,203889.0,192792.0,2420520.0,248598
7600,0.7125926774074404,1.06709,9098.32,15483.8,2114.41,11480.2,210516.0,193402.0,2422940.0,248693
7610,0.7125033075609795,1.07072,7953.23,15522.3,2135.95,11485.3,212692.0,194025.0,2425350.0,249789
7620,0.7124141650518634,1.07199,11935.6,15726.5,2072.9,11771.9,208826.0,194024.0,2427770.0,250333
7630,0.7123252490119237,1.07239,10701.7,15512.5,2058.59,11712.5,210691.0,194663.0,2430180.0,250676
7640,0.7122365585774147,1.07145,9295.33,15680.4,2054.55,11713.8,211961.0,194746.0,2432600.0,250705
7650,0.712148092888987,1.07032,8146.22,15801.5,2032.27,11687.4,213022.0,194729.0,2435010.0,250689
