Eg,FWHM_rel_norm,Eff_tot,FE,SE,DE,c511,cntRest,cntRestNoThres,nEvents,nCounts
2660,0.832715296496543,0.945822,22255.5,2975.67,457.251,1613.1,84616.5,81256.8,1230180.0,111918
2670,0.832053455332003,0.950127,17965.9,3054.91,498.82,1606.03,89522.3,81741.2,1232600.0,112648
2680,0.8313962544400003,0.948774,22399.7,3047.88,459.453,1590.84,85210.1,82008.8,1235010.0,112708
2690,0.8307436446919493,0.951242,18245.5,3175.05,474.533,1661.14,89665.8,82248.5,1237420.0,113222
2700,0.8300955776562086,0.947368,22878.1,3096.29,451.86,1659.04,84895.7,81910.2,1239840.0,112981
2710,0.8294520055856802,0.950356,18536.8,3061.89,489.546,1668.47,89801.3,83003.2,1242250.0,113558
2720,0.828812881405673,0.950333,22858.5,3183.59,481.288,1644.34,85608.3,82701.0,1244670.0,113776
2730,0.8281781587020276,0.948685,19071.8,3165.16,481.896,1586.86,89493.3,82859.0,1247080.0,113799
2740,0.8275477917094906,0.948017,12687.7,3321.98,523.837,1760.27,95645.2,82727.0,1249500.0,113939
2750,0.8269217353003371,0.952109,19388.8,3258.44,523.333,1683.17,89798.2,83695.0,1251910.0,114652
2760,0.8262999449732314,0.946357,13149.7,3393.82,537.228,1692.02,95406.3,82915.2,1254320.0,114179
2770,0.8256823768423233,0.954448,20071.0,3355.7,511.681,1782.33,89656.3,83834.8,1256740.0,115377
2780,0.8250689876265715,0.953923,13806.7,3394.2,485.814,1729.91,96118.4,84109.2,1259150.0,115535
2790,0.8244597346392901,0.952146,20136.8,3443.16,546.137,1804.47,89610.5,84120.2,1261570.0,115541
2800,0.8238545757779123,0.946076,14409.8,3335.95,539.804,1888.16,94850.3,83530.8,1263980.0,115024
2810,0.8232534695139665,0.954903,20717.9,3544.69,477.78,1778.3,89800.3,84563.2,1266400.0,116319
2820,0.8226563748832589,0.950554,15000.0,3363.76,534.233,1881.53,95230.5,84682.2,1268810.0,116010
2830,0.8220632514762577,0.948454,20718.4,3489.24,523.675,1804.58,89438.1,84481.2,1271230.0,115974
2840,0.8214740594286751,0.948974,15594.8,3472.3,550.575,1806.51,94833.8,84501.5,1273640.0,116258
2850,0.8208887594122412,0.944938,20977.6,3621.89,539.035,1850.36,88994.2,84356.0,1276060.0,115983
2860,0.8203073126256648,0.953692,23702.6,3607.69,561.346,1857.11,87550.3,85355.8,1278470.0,117279
2870,0.8197296807857795,0.945336,21353.7,3606.89,541.635,1866.88,89101.9,84621.2,1280880.0,116471
2880,0.8191558261188665,0.942934,23591.8,3691.7,575.993,1941.1,86593.5,84523.2,1283300.0,116394
2890,0.8185857113521543,0.947729,21305.9,3719.09,536.331,2018.26,89626.4,85452.0,1285710.0,117206
2900,0.8180192997054863,0.951853,17026.6,3750.21,560.19,1963.48,94636.5,85953.5,1288130.0,117937
2910,0.8174565548831579,0.952673,10579.0,3781.98,622.381,1976.58,101300.0,86163.5,1290540.0,118260
2920,0.8168974410659139,0.951634,17301.6,3901.17,553.56,2044.23,94551.4,86004.5,1292960.0,118352
2930,0.8163419229031071,0.94551,11169.7,3757.05,596.279,2043.03,100244.0,85670.2,1295370.0,117810
2940,0.8157899655050094,0.949664,17835.0,3751.15,560.274,1962.46,94439.1,86434.5,1297790.0,118548
2950,0.815241534435277,0.944621,11599.0,3768.91,559.495,2082.61,100128.0,86026.0,1300200.0,118138
2960,0.8146965957035628,0.949894,18138.6,3923.98,624.884,1957.27,94373.3,86801.2,1302620.0,119018
2970,0.8141551157582728,0.95051,22176.8,3905.26,593.427,2054.52,90586.0,87198.2,1305030.0,119316
2980,0.8136170614794659,0.953137,18824.0,4010.35,591.553,2106.67,94334.4,87052.0,1307440.0,119867
2990,0.8130824001718894,0.948078,22618.9,3929.73,590.413,2123.56,90188.4,86902.2,1309860.0,119451
3000,0.8125510995581514,0.953107,19192.9,4077.31,596.935,2173.63,94265.3,87393.8,1312270.0,120306
3010,0.8120231277720251,0.949466,22531.3,4072.24,624.718,2230.92,90607.8,87520.8,1314690.0,120067
3020,0.8114984533518811,0.947142,19153.2,4074.1,587.299,2192.33,93986.1,87655.0,1317100.0,119993
3030,0.8109770452342461,0.948718,22710.2,4124.08,655.263,2265.43,90658.0,87537.2,1319520.0,120413
3040,0.8104588727474864,0.948629,19393.2,4166.46,655.495,2165.35,94241.5,88171.0,1321930.0,120622
3050,0.8099439056056097,0.954043,22936.8,4355.63,589.622,2218.41,91431.6,88575.2,1324350.0,121532
3060,0.8094321139021861,0.950207,8582.09,4222.91,687.74,2202.3,105569.0,88347.8,1326760.0,121264
3070,0.8089234681043841,0.951335,14712.0,4313.7,642.697,2298.73,99661.8,88707.5,1329180.0,121629
3080,0.8084179390471191,0.948533,9094.96,4235.26,638.679,2302.25,105220.0,88708.2,1331590.0,121491
3090,0.8079154979273128,0.951702,15264.3,4309.78,594.206,2261.8,99687.9,89138.8,1334000.0,122118
3100,0.8074161162982582,0.950505,20332.9,4353.91,674.488,2283.67,94540.1,89344.8,1336420.0,122185
3110,0.8069197660640935,0.951959,15614.7,4537.28,613.77,2365.93,99461.3,89504.2,1338830.0,122593
3120,0.8064264194743762,0.947734,20909.9,4455.1,652.765,2306.23,93945.0,89083.0,1341250.0,122269
3130,0.805936049118759,0.949428,16147.1,4512.69,669.669,2452.08,98926.5,89247.2,1343660.0,122708
3140,0.8054486279217649,0.948805,20902.1,4454.78,624.735,2363.37,94503.1,89853.2,1346080.0,122848
3150,0.8049641291376576,0.952272,16756.8,4567.4,666.966,2454.29,99072.5,89914.2,1348490.0,123518
3160,0.8044825263454076,0.948862,21273.7,4610.91,640.822,2422.99,94347.6,89902.8,1350900.0,123296
3170,0.8040037934437511,0.948429,17215.9,4568.17,678.803,2439.01,98558.2,89859.5,1353320.0,123460
3180,0.8035279046463363,0.954546,21277.0,4623.46,708.318,2473.32,95395.9,90945.5,1355730.0,124478
3190,0.8030548344769624,0.955414,17459.7,4640.26,688.805,2470.15,99554.1,91283.2,1358150.0,124813
3200,0.8025845577649018,0.948185,21413.8,4604.46,624.732,2549.21,94896.8,90766.2,1360560.0,124089
3210,0.8021170496403097,0.947147,17753.0,4687.46,696.267,2368.82,98667.4,90840.8,1362980.0,124173
3220,0.8016522855297145,0.955956,22099.8,4688.71,684.147,2566.64,95510.7,91535.0,1365390.0,125550
3230,0.8011902411515907,0.952339,18243.0,4712.19,690.657,2546.88,99103.2,91535.5,1367810.0,125296
3240,0.8007308925120105,0.950068,13071.0,4774.84,735.796,2508.32,104128.0,91197.8,1370220.0,125218
3250,0.8002742159003746,0.948147,18571.2,4877.61,729.764,2640.0,98366.4,91212.0,1372640.0,125185
3260,0.7998201878852179,0.948773,13282.2,4814.32,725.69,2667.36,103998.0,91570.5,1375050.0,125488
3270,0.7993687853100908,0.947873,18997.7,4797.33,724.72,2663.67,98405.6,91534.5,1377460.0,125589
3280,0.7989199852895118,0.958419,13819.0,5051.66,751.628,2666.56,104920.0,92930.5,1379880.0,127209
3290,0.7984737652049942,0.949788,19131.6,4959.25,664.923,2683.62,98844.6,92245.0,1382290.0,126284
3300,0.7980301027011417,0.952434,14176.8,4941.34,748.271,2699.82,104291.0,92819.2,1384710.0,126857
3310,0.7975889756818115,0.951878,19322.0,5027.01,713.445,2700.86,99240.6,92959.2,1387120.0,127004
3320,0.7971503623063467,0.952207,14824.0,5129.38,731.627,2655.47,103929.0,92838.5,1389540.0,127269
3330,0.7967142409858733,0.948404,19740.2,5020.25,728.308,2838.95,98653.3,92589.0,1391950.0,126981
3340,0.796280590379662,0.953725,22531.8,5209.48,750.64,2749.7,96673.4,93469.5,1394370.0,127915
3350,0.7958493893915533,0.949271,20253.0,5109.27,779.41,2853.3,98543.0,92852.8,1396780.0,127538
3360,0.7954206171664443,0.955828,22725.9,5201.69,780.676,2816.45,97116.3,94095.5,1399200.0,128641
3370,0.7949942530868362,0.952602,20438.9,5207.4,773.532,2842.96,99165.2,93700.2,1401610.0,128428
3380,0.7945702767694421,0.95554,23180.7,5273.63,775.726,2853.2,96962.8,94023.8,1404020.0,129046
3390,0.7941486680618509,0.95418,10803.8,5292.28,791.758,2806.55,109390.0,94549.5,1406440.0,129084
3400,0.7937294070392514,0.949025,16347.3,5289.35,781.278,2745.08,103444.0,94165.5,1408850.0,128607
3410,0.7933124740012091,0.951505,11102.0,5306.17,792.033,2896.46,109067.0,94703.5,1411270.0,129164
3420,0.7928978494685004,0.954762,16989.9,5365.06,857.093,3000.37,103616.0,94652.2,1413680.0,129828
3430,0.7924855141799987,0.956629,11683.8,5400.15,745.03,2981.78,109493.0,95485.2,1416100.0,130304
3440,0.7920754490896145,0.954737,17113.2,5446.84,817.335,3092.07,103799.0,95181.5,1418510.0,130268
3450,0.7916676353632862,0.955771,12139.1,5394.96,789.11,2995.82,109312.0,95706.2,1420920.0,130631
3460,0.7912620543760228,0.953134,17431.0,5669.52,808.317,3014.98,103568.0,95321.5,1423340.0,130492
3470,0.7908586877089937,0.952235,21382.0,5541.51,826.683,2933.63,99906.2,95492.5,1425750.0,130590
3480,0.7904575171466701,0.958028,18027.6,5653.87,812.706,3011.29,104102.0,96145.8,1428170.0,131607
3490,0.7900585246740126,0.954776,21777.6,5597.05,827.842,3178.15,100001.0,95707.0,1430580.0,131382
3500,0.7896616924737048,0.954938,18222.3,5666.22,837.125,3077.18,103823.0,95976.8,1433000.0,131626
3510,0.7892670029234348,0.959538,21718.3,5730.54,816.93,3186.19,101031.0,96921.5,1435410.0,132483
3520,0.7888744385932195,0.954876,18422.9,5674.29,810.664,3167.13,103986.0,96592.5,1437830.0,132061
3530,0.7884839822427758,0.954856,21981.9,5686.38,831.448,3167.83,100612.0,96628.0,1440240.0,132280
3540,0.7880956168189307,0.956429,18881.1,5837.75,854.449,3228.45,103918.0,96821.5,1442660.0,132720
3550,0.7877093254530785,0.958643,22015.2,5846.94,882.694,3152.23,101353.0,97483.8,1445070.0,133250
3560,0.7873250914586769,0.952247,9444.36,5744.43,832.599,3207.23,113353.0,97204.5,1447480.0,132582
3570,0.7869428983287844,0.953672,14570.1,5916.64,838.252,3192.29,108485.0,97326.5,1449900.0,133002
3580,0.7865627297336379,0.96014,19403.9,5861.39,840.295,3216.96,104804.0,98274.2,1452310.0,134127
3590,0.7861845695182699,0.961205,15129.0,5982.82,923.695,3359.87,109104.0,98323.2,1454730.0,134499
3600,0.7858084017001633,0.957158,19799.1,5976.87,848.044,3298.77,104232.0,97962.2,1457140.0,134155
3610,0.7854342104669452,0.958509,15465.0,6056.52,847.978,3287.63,108910.0,98468.0,1459560.0,134567
3620,0.7850619801741165,0.95475,19788.1,5923.92,901.146,3130.78,104517.0,98464.0,1461970.0,134261
3630,0.7846916953428198,0.956001,15993.2,5927.45,899.105,3287.54,108552.0,98578.5,1464390.0,134659
3640,0.7843233406576401,0.962168,20147.1,5910.6,866.654,3383.25,105443.0,99689.8,1466800.0,135751
3650,0.7839569009644435,0.955484,15923.3,6121.32,863.435,3386.89,108735.0,99132.0,1469220.0,135030
3660,0.7835923612682489,0.955937,20196.8,6361.51,911.236,3352.35,104494.0,98987.2,1471630.0,135316
3670,0.7832297067311337,0.962059,16480.3,6210.33,922.603,3560.17,109233.0,99674.0,1474040.0,136406
3680,0.7828689226701712,0.963105,20754.3,6385.22,917.826,3433.8,105287.0,100008.0,1476460.0,136778
3690,0.7825099945554037,0.959958,17088.8,6335.82,878.493,3499.25,108752.0,99709.2,1478870.0,136554
3700,0.7821529080078445,0.961573,20916.1,6315.34,819.73,3460.95,105495.0,100333.0,1481290.0,137007
3710,0.7817976487975131,0.961591,23035.0,6250.89,903.15,3578.76,103465.0,100546.0,1483700.0,137233
3720,0.7814442028415,0.962863,20820.1,6333.87,949.749,3511.34,106023.0,101048.0,1486120.0,137638
3730,0.781092556202062,0.956747,17420.1,6205.65,965.402,3586.04,108809.0,100473.0,1488530.0,136986
3740,0.7807426950847477,0.958977,13357.3,6316.86,881.62,3471.0,113501.0,100730.0,1490940.0,137528
3750,0.7803946058365517,0.960642,17890.9,6574.95,965.525,3555.2,109003.0,100860.0,1493360.0,137990
3760,0.7800482749440973,0.961712,13552.9,6555.66,930.235,3468.41,113860.0,101434.0,1495770.0,138367
3770,0.7797036890318474,0.954028,18320.2,6386.4,951.23,3584.19,108241.0,100478.0,1498190.0,137483
3780,0.7793608348603426,0.96231,13917.8,6613.28,970.567,3669.92,113728.0,101729.0,1500600.0,138900
3790,0.779019699324467,0.956531,18332.9,6547.11,959.576,3500.29,108948.0,101587.0,1503020.0,138288
3800,0.7786802694517402,0.961703,14446.2,6587.12,1020.22,3747.16,113458.0,101865.0,1505430.0,139259
3810,0.7783425324006352,0.955515,18766.7,6471.23,961.738,3581.05,108804.0,101727.0,1507850.0,138585
3820,0.7780064754589232,0.964148,14483.1,6708.78,946.731,3658.99,114263.0,103062.0,1510260.0,140061
3830,0.7776720860420405,0.964128,19272.1,6772.29,948.564,3731.07,109558.0,102738.0,1512680.0,140282
3840,0.7773393516914845,0.961741,21857.9,6782.7,944.602,3685.28,106887.0,102952.0,1515090.0,140158
3850,0.7770082600732298,0.962581,19116.8,6704.12,940.054,3795.59,109947.0,103275.0,1517500.0,140504
3860,0.7766787989761714,0.965943,22256.7,6852.47,989.532,3750.37,107370.0,103612.0,1519920.0,141219
3870,0.7763509563105896,0.957684,19724.0,6814.78,989.47,3775.46,108930.0,102522.0,1522330.0,140234
3880,0.7760247201066373,0.961342,22253.3,6801.8,1008.82,3758.67,107170.0,103495.0,1524750.0,140993
3890,0.7757000785128523,0.963724,11441.9,6845.34,995.966,3726.5,118556.0,104076.0,1527160.0,141566
3900,0.7753770197946905,0.96155,15923.2,7035.32,966.038,3872.93,113672.0,103662.0,1529580.0,141470
3910,0.7750555323330794,0.960075,20004.0,6925.23,993.547,3834.24,109719.0,103806.0,1531990.0,141476
3920,0.7747356046229965,0.963686,16454.9,6990.77,967.634,3931.17,113888.0,104414.0,1534410.0,142232
3930,0.7744172252720655,0.960765,20037.1,7012.9,1024.67,3864.08,110085.0,104473.0,1536820.0,142024
3940,0.7741003829991748,0.965357,16918.3,6993.17,972.388,3969.0,114074.0,104794.0,1539240.0,142927
3950,0.7737850666331169,0.963933,20334.1,7125.58,995.671,3903.3,110581.0,105154.0,1541650.0,142940
3960,0.7734712651112468,0.96089,16946.1,7142.86,985.842,3989.68,113648.0,104818.0,1544060.0,142712
3970,0.7731589674781594,0.965501,12902.1,7261.38,1001.87,3934.22,118521.0,105470.0,1546480.0,143621
3980,0.7728481628843891,0.96121,17212.2,7323.83,1008.51,4000.73,113661.0,105160.0,1548890.0,143206
3990,0.7725388405851241,0.96141,13013.9,7263.1,1081.39,4000.13,118100.0,105473.0,1551310.0,143459
4000,0.7722309899389447,0.962572,17554.0,7149.41,1041.91,3928.28,114182.0,105783.0,1553720.0,143856
4010,0.7719246004065737,0.965428,13814.1,7245.73,1046.09,4092.05,118309.0,105868.0,1556140.0,144507
4020,0.7716196615496519,0.961484,22864.5,7366.42,1064.4,4172.81,108672.0,105852.0,1558550.0,144140
4030,0.7713161630295242,0.966797,7007.29,7278.26,1141.7,4127.51,125606.0,106525.0,1560960.0,145161
4040,0.771014094606049,0.962311,18107.1,7456.6,1080.53,4122.39,113944.0,106247.0,1563380.0,144711
4050,0.770713446136421,0.965376,14382.1,7378.6,1002.94,4183.66,118449.0,106933.0,1565790.0,145396
4060,0.7704142075740131,0.961112,23178.0,7473.98,1010.49,4189.05,109125.0,106408.0,1568210.0,144977
4070,0.770116368967234,0.967664,7365.9,7536.8,1049.33,4332.75,125905.0,107222.0,1570620.0,146190
4080,0.7698199204584014,0.965385,18941.2,7541.08,1058.05,4350.23,114179.0,107010.0,1573040.0,146070
4090,0.7695248522826321,0.966024,15232.0,7624.91,1051.04,4217.38,118266.0,107546.0,1575450.0,146391
4100,0.769231154766749,0.971543,24700.4,7731.07,1117.65,4262.01,109642.0,108107.0,1577870.0,147453
4110,0.7689388183282,0.962671,23082.1,7434.26,1119.15,4268.23,110426.0,108000.0,1580280.0,146330
4120,0.7686478334739975,0.964893,21732.2,7575.15,1081.83,4365.27,112138.0,108185.0,1582700.0,146892
4130,0.7683581907996666,0.971996,19190.1,7844.16,1107.73,4493.93,115563.0,108748.0,1585110.0,148199
4140,0.7680698809882139,0.97002,15399.3,7620.44,1113.77,4307.14,119682.0,108988.0,1587520.0,148123
4150,0.7677828948091074,0.967422,22696.1,7669.22,1086.02,4424.24,112075.0,108874.0,1589940.0,147951
4160,0.767497223117271,0.966177,8144.89,7708.65,1127.71,4510.38,126493.0,108613.0,1592350.0,147985
4170,0.7672128568520943,0.968809,18575.0,7835.66,1083.11,4319.62,116800.0,109200.0,1594770.0,148613
4180,0.7669297870364551,0.975454,15201.1,7940.96,1060.52,4382.19,121274.0,110304.0,1597180.0,149859
4190,0.766648004775756,0.968886,22239.3,7939.55,1036.75,4384.32,113475.0,109526.0,1599600.0,149075
4200,0.766367501256974,0.970586,20433.2,7901.67,1166.42,4439.02,115622.0,110110.0,1602010.0,149562
4210,0.7660882677477235,0.967979,18130.0,7902.83,1197.37,4568.53,117586.0,109820.0,1604430.0,149385
4220,0.7658102955953331,0.969973,15385.9,8119.5,1130.58,4512.6,120769.0,109934.0,1606840.0,149918
4230,0.7655335762259325,0.965417,21549.1,7943.38,1157.31,4460.9,114327.0,110094.0,1609260.0,149438
4240,0.7652581011435553,0.970569,20191.4,7992.88,1151.19,4425.26,116700.0,110688.0,1611670.0,150461
4250,0.7649838619292513,0.969382,18257.8,7875.53,1210.76,4470.19,118688.0,110778.0,1614080.0,150502
4260,0.7647108502402127,0.974089,15345.0,7967.46,1172.45,4569.81,122404.0,111825.0,1616500.0,151459
4270,0.7644390578089116,0.969489,21262.0,8040.2,1143.65,4433.87,116089.0,111422.0,1618910.0,150969
4280,0.7641684764422491,0.968687,20105.3,8273.01,1101.26,4567.56,117022.0,111002.0,1621330.0,151069
4290,0.7638990980207161,0.968463,18047.2,8227.99,1159.21,4569.06,119256.0,111376.0,1623740.0,151259
4300,0.7636309144975658,0.972108,15487.1,8105.01,1237.28,4587.84,122637.0,111988.0,1626160.0,152054
4310,0.7633639178979966,0.97207,12395.1,8246.64,1114.8,4627.63,125890.0,111909.0,1628570.0,152274
4320,0.7630981003183467,0.969025,19972.0,8135.17,1140.82,4614.57,118159.0,112205.0,1630980.0,152022
4330,0.7628334539252996,0.975479,18228.2,8451.45,1159.82,4742.95,120679.0,112622.0,1633400.0,153261
4340,0.7625699709550993,0.972012,15638.2,8401.41,1208.53,4680.74,123013.0,112434.0,1635810.0,152942
4350,0.7623076437127781,0.968447,12505.3,8297.35,1192.88,4793.81,125817.0,112489.0,1638230.0,152606
4360,0.7620464645713912,0.968105,19927.1,8413.63,1144.86,4750.93,118540.0,112374.0,1640640.0,152777
4370,0.7617864259712659,0.97537,18112.4,8329.58,1173.4,4820.46,121714.0,113636.0,1643060.0,154150
4380,0.7615275204192566,0.977837,15803.1,8534.96,1203.18,4802.12,124424.0,114018.0,1645470.0,154767
4390,0.7612697404880133,0.973243,13062.6,8352.98,1223.71,4791.87,126835.0,113821.0,1647890.0,154266
4400,0.7610130788152568,0.975669,19909.0,8575.96,1159.24,4865.31,120367.0,114072.0,1650300.0,154877
4410,0.7607575281030651,0.974231,18397.3,8516.82,1263.77,4907.29,121790.0,113954.0,1652720.0,154875
4420,0.7605030811171692,0.976867,16002.9,8681.88,1214.2,4945.62,124676.0,114580.0,1655130.0,155521
4430,0.760249730686258,0.975827,13629.2,8704.15,1195.94,4913.91,127139.0,114138.0,1657540.0,155582
4440,0.7599974697012915,0.976193,20035.3,8455.49,1268.44,4877.34,121230.0,114981.0,1659960.0,155867
4450,0.7597462911148241,0.973092,18249.1,8727.01,1199.09,4898.9,122524.0,114763.0,1662370.0,155598
4460,0.7594961879403361,0.976564,21837.3,8596.96,1189.92,5007.17,119749.0,115606.0,1664790.0,156380
4470,0.7592471532515747,0.973023,13483.3,8713.1,1207.99,4993.93,127641.0,115037.0,1667200.0,156039
4480,0.7589991801819019,0.972868,10792.2,8878.67,1183.08,4903.78,130482.0,114866.0,1669620.0,156240
4490,0.7587522619236533,0.975057,18331.0,8782.3,1260.23,5077.62,123367.0,115659.0,1672030.0,156818
4500,0.7585063917275027,0.974291,16350.4,8962.23,1228.1,4986.06,125394.0,115682.0,1674450.0,156921
4510,0.7582615629018367,0.979565,13781.3,8861.74,1291.15,5010.01,129054.0,116632.0,1676860.0,157998
4520,0.7580177688121362,0.9775,11130.3,8887.45,1264.37,5180.18,131430.0,116378.0,1679280.0,157892
4530,0.7577750028803677,0.975905,18422.1,8920.93,1156.11,5064.61,124297.0,116654.0,1681690.0,157861
4540,0.757533258584379,0.981241,16723.8,8991.8,1290.28,5212.29,126734.0,117072.0,1684100.0,158952
4550,0.7572925294573072,0.978548,14255.0,8967.78,1236.83,5240.33,129043.0,116908.0,1686520.0,158743
4560,0.7570528090869894,0.976663,11294.2,8794.56,1243.04,5133.88,132198.0,117596.0,1688930.0,158664
4570,0.7568140911153853,0.976067,18576.1,9160.18,1259.92,5262.0,124536.0,117008.0,1691350.0,158794
4580,0.7565763692380041,0.976683,16877.6,9027.32,1247.89,5104.14,126864.0,117374.0,1693760.0,159121
4590,0.7563396372033397,0.980478,21095.1,8973.03,1315.37,5275.47,123308.0,118177.0,1696180.0,159967
4600,0.7561038888123142,0.979385,11918.1,9029.67,1263.5,5162.37,132642.0,118218.0,1698590.0,160016
4610,0.7558691179177259,0.97624,18910.1,9082.81,1273.05,5302.47,125161.0,117726.0,1701010.0,159729
4620,0.7556353184237068,0.979239,17027.0,9183.88,1264.63,5388.78,127583.0,118406.0,1703420.0,160447
4630,0.7554024842851854,0.982685,14975.2,9223.95,1273.09,5363.41,130404.0,118898.0,1705840.0,161240
4640,0.7551706095073568,0.97927,12228.1,9101.35,1296.59,5323.89,132957.0,118935.0,1708250.0,160907
4650,0.7549396881451591,0.983224,9567.46,9293.28,1273.68,5389.96,136261.0,119520.0,1710660.0,161785
4660,0.7547097143027574,0.98364,17228.3,9397.95,1313.16,5440.47,128702.0,119574.0,1713080.0,162082
4670,0.754480682133032,0.981886,15319.2,9276.08,1355.6,5443.81,130626.0,119326.0,1715490.0,162021
4680,0.7542525858370757,0.981426,12709.1,9402.62,1247.92,5377.98,133435.0,119711.0,1717910.0,162173
4690,0.7540254196636959,0.981481,9888.33,9361.77,1273.16,5566.24,136321.0,120104.0,1720320.0,162410
4700,0.7537991779089218,0.97681,17309.0,9276.37,1319.79,5365.53,128593.0,119662.0,1722740.0,161864
4710,0.7535738549155212,0.982585,15469.1,9570.47,1222.26,5407.5,131380.0,120448.0,1725150.0,163049
4720,0.7533494450725186,0.984136,20461.9,9354.71,1267.76,5381.13,127070.0,121293.0,1727560.0,163535
4730,0.7531259428147228,0.978357,10234.2,9424.87,1376.35,5517.58,136249.0,120534.0,1729980.0,162802
4740,0.7529033426222597,0.984609,17434.0,9420.66,1396.08,5571.36,130249.0,121591.0,1732390.0,164071
4750,0.7526816390201092,0.981028,15610.0,9670.19,1351.79,5563.06,131507.0,120940.0,1734810.0,163702
4760,0.7524608265776491,0.985211,20498.3,9636.19,1321.88,5537.32,127635.0,121761.0,1737220.0,164629
4770,0.7522408999082051,0.980952,10777.3,9554.86,1350.88,5515.79,136946.0,121556.0,1739640.0,164145
4780,0.7520218536686045,0.983519,17816.1,9689.41,1285.32,5620.32,130392.0,121814.0,1742050.0,164803
4790,0.7518036825587371,0.984422,15860.5,9577.55,1401.9,5756.88,132586.0,122289.0,1744470.0,165183
4800,0.7515863813211202,0.983722,13506.0,9512.93,1362.9,5612.61,135300.0,122692.0,1746880.0,165294
4810,0.7513699447404696,0.987791,11167.3,9672.51,1326.69,5797.22,138243.0,122928.0,1749300.0,166207
4820,0.7511543676432757,0.983693,8767.46,9811.03,1364.88,5845.23,139957.0,122556.0,1751710.0,165746
4830,0.7509396448973843,0.984982,16000.2,9848.31,1336.61,5662.43,133344.0,123126.0,1754120.0,166192
4840,0.7507257714115826,0.990725,13978.3,9922.2,1407.28,5858.97,136224.0,123711.0,1756540.0,167391
4850,0.750512742135191,0.990967,19565.0,9755.26,1427.48,5753.23,131161.0,124166.0,1758950.0,167662
4860,0.7503005520576582,0.986556,9144.17,10017.1,1369.67,5836.47,140778.0,123609.0,1761370.0,167145
4870,0.7500891962081625,0.986055,16343.2,9903.05,1471.46,5882.68,133689.0,123845.0,1763780.0,167289
4880,0.7498786696552174,0.983588,14077.0,9792.9,1441.98,5777.33,136010.0,123934.0,1766200.0,167099
4890,0.7496689675062823,0.988618,19591.3,9995.36,1329.68,5829.82,131437.0,124778.0,1768610.0,168183
4900,0.7494600849073765,0.983777,9165.13,9906.98,1409.98,5876.4,141230.0,124465.0,1771030.0,167588
4910,0.7492520170426994,0.985979,16494.8,10030.2,1413.47,5866.35,134387.0,124542.0,1773440.0,168192
4920,0.7490447591342545,0.984808,14191.1,9919.91,1411.16,5870.23,136829.0,124757.0,1775860.0,168221
4930,0.7488383064414775,0.985727,19614.1,10099.8,1389.45,5982.93,131521.0,124939.0,1778270.0,168607
4940,0.7486326542608702,0.984963,9714.86,10093.1,1427.74,5995.29,141474.0,125012.0,1780680.0,168705
4950,0.7484277979256361,0.989535,16811.1,10184.3,1381.76,6007.77,135333.0,125827.0,1783100.0,169718
4960,0.748223732805323,0.993519,14814.1,10252.2,1383.24,6129.68,138053.0,126550.0,1785510.0,170632
4970,0.7480204543054684,0.987933,12441.3,10121.7,1471.66,6043.6,139824.0,125841.0,1787930.0,169902
4980,0.7478179578672496,0.991304,18223.6,10081.0,1444.05,6022.38,134941.0,126923.0,1790340.0,170712
4990,0.7476162389671369,0.99208,8029.3,10187.1,1357.59,6010.13,145492.0,127088.0,1792760.0,171076
5000,0.7474152931165522,0.99023,14824.1,10365.1,1437.6,6052.31,138308.0,127007.0,1795170.0,170987
5010,0.7472151158615306,0.988142,12802.3,10232.5,1430.65,6123.28,140267.0,126768.0,1797580.0,170856
5020,0.7470157027823864,0.991431,18424.0,10182.2,1351.43,6028.67,135669.0,127787.0,1800000.0,171655
5030,0.7468170494933828,0.991182,8325.88,10297.3,1403.05,6150.54,145665.0,127499.0,1802410.0,171842
5040,0.7466191516424053,0.989586,15047.6,10447.0,1376.28,6212.13,138712.0,127442.0,1804830.0,171795
5050,0.7464220049106396,0.989977,12886.3,10281.1,1407.38,6283.55,141235.0,128120.0,1807240.0,172093
5060,0.7462256050122517,0.991167,18791.3,10348.8,1422.57,6280.51,135687.0,128094.0,1809660.0,172530
5070,0.746029947694074,0.991757,17112.2,10530.2,1478.11,6034.03,137708.0,128584.0,1812070.0,172863
5080,0.7458350287352916,0.991056,15386.2,10350.0,1484.68,6204.09,139546.0,128496.0,1814490.0,172971
5090,0.7456408439471364,0.988549,13224.2,10523.3,1404.43,6318.36,141293.0,128284.0,1816900.0,172763
5100,0.7454473891725812,0.995654,19062.1,10476.5,1464.47,6291.34,136942.0,129418.0,1819320.0,174236
5110,0.745254660286039,0.991133,17316.2,10530.1,1460.42,6240.33,138128.0,129100.0,1821730.0,173675
5120,0.7450626531930653,0.995458,15666.1,10507.9,1452.31,6422.64,140615.0,129950.0,1824140.0,174664
5130,0.7448713638300638,0.990027,13587.0,10512.5,1475.37,6490.9,141875.0,129086.0,1826560.0,173941
5140,0.7446807881639953,0.998201,11680.0,10614.9,1486.56,6488.58,145339.0,130330.0,1828970.0,175609
5150,0.7444909221920912,0.995131,17525.4,10508.9,1527.21,6537.77,139201.0,130256.0,1831390.0,175300
5160,0.744301761941567,0.995391,7255.33,10693.0,1482.35,6426.27,149720.0,130641.0,1833800.0,175577
